"","year","c_regin","regin","x1","x2","x3","x28","x4","x5","x6","x5.","x6.","x7","x8","x9","x10","x11","x13","x14","x15","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","id","critic_set1","critic_set2","entropy_set1","entropy_set2","combine_set1","combine_set2"
"1",2013,"北京","d11",377.3152075,185.7328,513.6,100,3601,1.801681794,3,0.158882332,4,94.19999695,2855,713.9998779,2853,921,44.01000214,0.98,24,3618500,41,292,17,6408.502441,9295.796875,1616.924072,8.75193882,244619.9688,0.590000033,154.71,"d11",0.156740835559488,0.138809132727808,0.16721724306261,0.145419877557915,0.161846552594562,0.142034074076993
"2",2014,"北京","d11",551.6153335,265.4888,469.15,100,4094,1.77272357,3,0.34942519,6,99.11878967,2787.000244,534.000061,3203,945,27.92000198,1.03,24,3712745.25,41,344,17,7433.283691,11519.77734,1765.761719,8.563950539,249385.9219,0.550000012,163.9,"d11",0.165123997204231,0.153189974074378,0.180513269692824,0.167371728143906,0.172624017672029,0.160108305711457
"3",2015,"北京","d11",850.1840207,485.7,506.68,100,4229,1.641220377,6,0.536438147,6,104.2944183,2651.000244,647,4722,1399,29.32999992,1.12,24,3678397,40,395,54,8621.9375,14275.83398,1928.299927,8.379999161,275831.9063,0.480000019,188.5,"d11",0.200034628489692,0.180643747448533,0.227856974275415,0.202602553869267,0.213593954507848,0.191355984061032
"4",2016,"北京","d11",840.0646467,645.7379,529.15,100,4394,1.608637395,6,0.617167335,8,109.740303,2546.000488,726.9998779,5416,1840,46.81999588,1.19,24,3684369,41,485,69,10000.66895,17691.26563,2105.799561,8.199999809,352798.0625,0.550000012,198.35,"d11",0.215231946041696,0.201238134722051,0.245353765422012,0.228232334031237,0.22991192926034,0.214406803575196
"5",2017,"北京","d11",953.160614,537.4574,546.85,100,4544,1.612657595,8,1.491941094,9,115.4705505,2814.000244,746.9998779,6321,2288,30.00000191,1.27,23,4356057,71.00001526,451,66,11599.87207,21923.82617,2700.399414,9.640000343,361972,0.529999971,208.96,"d11",0.234710501169068,0.220525097591249,0.271211576055016,0.252214799984194,0.25249943881665,0.235984389125982
"6",2018,"北京","d11",1069.527512,443.4713,571.5,100,4496,1.661766425,9,2.107128108,9,121.5000153,2579.999756,714.9998169,8026,3176,44.65000153,1.27,23,4422917,82,414,61,13454.80469,27169.00781,3075.099854,9.289999962,348419.9375,0.469999999,245.43,"d11",0.244827761364577,0.229595211665416,0.289203567083003,0.267457053612019,0.266454479028451,0.248065478297672
"7",2019,"北京","d11",1124.91651,504.9877,593.5,100,4461,1.60920173,10,1.495396403,10,121.0261383,1716.999756,1282.999756,8671,3920,48.32999802,1.34,23,4426246.5,81.00000763,370,52,15450.73926,671544.875,3318.000488,9.359998703,474695.0625,0.639999986,279.32,"d11",0.269060197322131,0.25096546763882,0.316221560653955,0.291236304367657,0.292044467081479,0.270610922102833
"8",2020,"北京","d11",1161.779166,373.2,605.08,100,4540,1.616748624,11,1.156718307,11,120.5541077,1804.999878,2302.222168,10472,4247,82.36000061,1.4,23,4653638.5,80,393,55,17742.75781,16598786,3769.998535,10.48999977,463028.8438,0.649999976,225.11,"d11",0.298494089540913,0.277833261950194,0.345646449928111,0.317865669663547,0.321473971680962,0.297362402804979
"9",2021,"北京","d11",1232.169918,566.007,614.39,100,4724,1.485040584,10,0.425705352,11,120.0839233,1897.510254,4131.120605,13263,5612,23.80000114,1.43,20,4892712.5,79.01234436,495,64,20374.7832,410277408,4283.570313,11.75642109,451649.3438,0.66015625,220.06,"d11",0.465016953295836,0.441602224808519,0.525022240635017,0.496488635825483,0.494260758261506,0.468377642850796
"10",2013,"天津","d12",72.5108435,11.5133,255.71,100,3148,0,0,0.235321803,1,36,111.9999847,25.00000191,1412,86,93.14001465,1,31,1057628.875,20,58,26,2287.600098,3749.299561,749.7883911,5.282534599,95616.03125,0.379999995,44.53,"d12",0.0424824436180335,0.0450520144284382,0.0393388493756106,0.0434540588189278,0.0409504010099051,0.0442724784984169
"11",2014,"天津","d12",79.3676075,15.3507,283.86,100,3605,0,0,0.165809982,1,32.03916931,115.0000076,23,1149,140,25.5,1.05,31,1034700.688,22.00000191,66,28,2273.671631,3861.553711,766.8988647,5.003920078,122665.9766,0.430000007,47.87,"d12",0.0436357840468411,0.0458886176792309,0.0396043976951618,0.0434098301300817,0.041671072578277,0.0446793826129055
"12",2015,"天津","d12",25.6538697,34.9,318.57,100,3714,0,0,0.171732784,1,28.51411629,131.0000153,23,1975,169,13.62999916,1.1,31,1025327.625,22.00000191,86,50,2259.827881,3977.168945,784.3998413,4.740000248,153743.9375,0.480000019,51.73,"d12",0.0452342392939848,0.0474559903300346,0.0400931447140665,0.0439147035716582,0.0427287073005229,0.045728432786988
"13",2016,"天津","d12",36.70904149,35.3755,335.05,100,3639,0,0,0.189861401,1,25.37690353,132.0000153,23,1963,149,15.74000168,1.16,31,986885.25,22.00000191,84,51,2246.068359,4096.245605,802.3001709,4.490000248,158048.0625,0.430000007,57.16,"d12",0.0442375150259383,0.0465576673255576,0.0397034315909294,0.043612214779716,0.0420278122222173,0.0451207775421424
"14",2017,"天津","d12",46.73683588,26.5043,341.53,100,4387,1.09925241,1,0.303859009,2,22.58485603,111.0000153,23,2080,234,37.34000397,1.07,32,1055710.25,61.99999619,103,57,2232.392822,4218.887207,619.7998657,3.339999914,186858.0313,0.569999993,57.94,"d12",0.0622271534814828,0.0541369783688666,0.0608707757697668,0.0513403681183089,0.0615661176458073,0.0527726988109109
"15",2018,"天津","d12",46.50629189,26.7328,348,100,4341,1.090052302,1,0.374847056,2,20.09999847,65.00001526,21.00000191,2145,254,24.66000175,1.07,29,1049957,65.00001526,121,68,2218.800293,4345.200684,573.8001099,4.290000439,179248.9531,0.580000043,52.92,"d12",0.0631215241786124,0.0553886425184714,0.0611997379581517,0.05208143759398,0.0621849343561324,0.0537752778847852
"16",2019,"天津","d12",43.77725523,33.4146,351.1,100,4550,1.054862969,1,0.226346707,2,17.60323334,75.00000763,20,2077,234,8.750000954,1.2,29,1056414.25,68,151,74,2000.923218,83489.19531,502.0000916,3.569999933,170602,0.49000001,46.41,"d12",0.0596640100268205,0.051726847634338,0.0580229802108237,0.0487304055125031,0.0588642479056828,0.0502650834387009
"17",2020,"天津","d12",52.26554834,33.7,353.6,100,4690,0.996162325,1,0.887608096,2,15.41660881,50.00000381,22.00000191,2813,266,4.900000095,1.34,27,1105698.625,71.00001526,113,85,1804.440796,1604171.125,377.0000305,2.690000057,133271.9531,0.420000017,34.01,"d12",0.0562742550389326,0.0515955176697981,0.0551429389657444,0.0494921851216757,0.055722903848631,0.0505694420489946
"18",2021,"天津","d12",55.57705451,30.2823,356.05,100,4562,1.143034472,1,0.375094655,2,13.50160027,33.33333588,24.20000267,3323,350,2.74399972,1.57,20,1157282.375,74.13237762,112,114,1627.252197,30822730,283.1254883,2.02691865,104110.2266,0.360000014,36.97,"d12",0.0649037474557616,0.056621931863055,0.0658061762376814,0.0559756434329603,0.0653435495542783,0.0563066508568634
"19",2013,"河北","d13",54.30799641,25.3335,687.29,99.27,6774,0,0,0,0,48.50000381,4290.999512,113.0000076,601,43,79.40000153,0.26,173,573196.875,102.9999924,500,77,1575.199707,1869.900269,745.322998,2.888084173,127774.9922,0.289999992,72.71,"d13",0.084691921316555,0.082381322276941,0.0744795687577005,0.0729840243563952,0.0797148924626862,0.0777970075872326
"20",2014,"河北","d13",67.86153241,35.9846,750.29,99.27,6968,0,0,0,0,50.28386688,4051.999756,164,709,40,164.4799957,0.29,172,603224.25,104.9999847,458,77,1590.711182,2231.020508,846.0546265,3.049529791,143751.0469,0.310000002,82.66,"d13",0.0887493099804874,0.0863664245438105,0.0793754119025821,0.0777815593219046,0.0841809051062834,0.0821784415641602
"21",2015,"河北","d13",63.0949941,60.4,821.95,99.27,7400,0,0,0,0,52.13333893,3973.001953,160,1244,56,150.9538269,0.3,172,613234,106.9999847,596,108,1606.375488,2661.881348,960.4002075,3.220000029,185348.0313,0.330000013,88.34,"d13",0.0947429080606357,0.0922181705065122,0.0852897729961674,0.0835771604687241,0.0901358867397173,0.0880027982170436
"22",2016,"河北","d13",87.2714725,74.9406,755.59,99.28,7696,0,0,0,0,54.05083466,3961.998779,170,1531,86,138.5399933,0.31,172,558197.75,111.0000153,712,112,1622.194092,3175.951416,1090.199829,3.399999857,184922,0.310000002,87.54,"d13",0.0978267230213795,0.0952306645679293,0.0889626019063728,0.0871762392377132,0.093506759888563,0.0913014478217261
"23",2017,"河北","d13",105.4868588,63.7602,628.42,99.29,7994,0,0,0,0,56.03886032,3860.999268,167,1803,94,116.25,0.34,173,533944.125,121.9999771,735,96,1638.168457,3789.299805,1101.300171,3.24000001,251894.0313,0.379999995,103.19,"d13",0.09981579860089,0.0971660778442508,0.0904872958831008,0.088670317468692,0.0952695173280627,0.0930215631742663
"24",2018,"河北","d13",102.5297925,86.8084,653.2,99.299,8052,0,0,0,0,58.1000061,3661.001465,164,2184,127,151.5700073,0.34,173,553929.875,134.0000305,450,81,1654.300049,4521.100098,845.6000366,2.599999905,270383.0938,0.350000024,115.17,"d13",0.0952748224140766,0.0927648328174283,0.0871562254883216,0.0854061347286396,0.0913181933298819,0.0891750149750241
"25",2019,"河北","d13",111.6138362,138.385,570.8,99.68,8135,0,0,0,0,54.67932892,3662.000244,156.0000305,2391,136,159.8599854,0.36,173,564751.25,136,749,112,1689.530518,91354.35938,930,2.660000086,297965.0625,0.359999985,158,"d13",0.104667855002305,0.101921156484267,0.0965167327248179,0.0945786836508703,0.10069537456426,0.0983392538614574
"26",2020,"河北","d13",121.2179394,100.2,594.81,99.83,7911,0,0,0,0,51.46004868,3563.998779,170,3565,194,157.2999573,0.4,176,578197.9375,148.0000153,770,100,1725.511353,1845926.5,897.0001831,2.49000001,353883.125,0.389999986,163.73,"d13",0.106738895971346,0.103931441078239,0.0982228721354106,0.0962505639044094,0.102588579371188,0.100184453555278
"27",2021,"河北","d13",127.734554,81.3126,599.02,99.86,8112,0,0,0,0,48.43030548,3468.620117,185.2563782,4245,285,155.7099609,0.46,177,591964.875,161.0588684,874,128,1762.258301,37299204,865.1713257,2.330864668,420295.0938,0.422500014,127.08,"d13",0.12053483299393,0.117382419249007,0.11275994585076,0.1104957342217,0.116745712179297,0.114022865087693
"28",2013,"上海","d31",92.12228038,78.2976,518.56,100,7071,1.315177688,3,0.841750842,2,71.00001526,117.0000229,46.99999619,2970,506,1559.40979,3,25,3994789.5,100.0000076,148,127,7763.196777,7703.202148,1255.739502,6.285461903,294524,0.649999976,89.17,"d31",0.146982761860588,0.131471867071862,0.16203073935065,0.141279982810205,0.154316450913016,0.13625659236607
"29",2014,"上海","d31",113.1036124,102.3124,554.65,100,7016,1.196177852,3,0.620237462,2,70.57495117,86.99999237,44.00000381,2751,607,1656.620117,3.04,25,4059742,102.9999924,158,92,8335.698242,8699.983398,1431.86792,6.391830921,332622.875,0.680000007,86.38,"d31",0.151345523506482,0.135962570733119,0.167783137217989,0.147341081958833,0.159356457055773,0.141513387212504
"30",2015,"上海","d31",102.3781014,204.8,670.66,100,6545,1.451551048,3,1.127394055,2,70.15242767,75.00000763,40,3138,769,1403.990234,3.13,25,3850202.25,99.00000763,180,50,8950.418945,9825.746094,1632.699829,6.5,365523.1563,0.590000033,108.22,"d31",0.151624535158413,0.135988907514872,0.169929314989036,0.148673044915029,0.160545439216091,0.142176651896444
"31",2016,"上海","d31",166.1722835,263.2136,492.42,100,6170,1.361826887,4,0.732549163,3,69.73243713,60.99998856,38,3594,950,1545.730225,3.17,24,4005830,99.00000763,205,47,9610.472656,11097.18164,1861.700073,6.610000134,422148.1563,0.610000014,113.34,"d31",0.163976103859733,0.146972805355012,0.18695630275882,0.164047236856923,0.175175591179551,0.155302281318681
"32",2017,"上海","d31",189.2366422,240.5562,485.08,100,6283,1.328251309,6,1.157353758,5,69.31496429,55.99999237,36.99999619,4062,924,1456.5,3.21,24,4608884,98.00001526,199,49,10319.20313,12533.13867,2081.400391,6.789999962,438826.0938,0.580000043,191.32,"d31",0.174343457283081,0.158431865229251,0.201440763290985,0.179228981714351,0.187549432408422,0.168577390827388
"33",2018,"上海","d31",206.9686319,147.4461,451.5,100,6285,1.311996248,6,1.985428605,5,68.89998627,64,40,5217,1250,1305.969849,3.21,23,4692056.5,100.0000076,254,45,11080.19824,14154.90527,2193.100098,6.090000153,478665.9375,0.569999993,186.52,"d31",0.17158734619388,0.159191476652024,0.198990782429965,0.18064543118505,0.184942515050041,0.169657429711047
"34",2019,"上海","d31",211.7050093,138.8849,425.4,100,6643,1.302177482,6,2.217319882,5,71.54941559,100.0000076,42.00000381,5573,1451,943,3.26,23,4907844.5,98.00001526,311,50,12031.49121,346964.2813,2302.000488,6.059999943,629480.1875,0.769999981,179.87,"d31",0.176001277100728,0.164497594233832,0.200176052346269,0.182937579823401,0.187782945745582,0.173493232930297
"35",2020,"上海","d31",223.9088153,140.7,733.19,100,6323,1.290391793,6,1.552964073,5,74.30071259,111.0000153,44.1000061,7845,1636,1031.839966,3.32,23,2115494.75,106.9999847,315,61,13064.45703,8504769,2389.999512,6.130000114,483671.8125,0.599999964,161.26,"d31",0.168428911919727,0.15458099181883,0.196468331843523,0.176532692830175,0.182094029844536,0.165289762176144
"36",2021,"上海","d31",238.0356144,148.4185,738.72,100,6713,1.302823665,7,0.620367655,6,77.15781403,123.2100296,46.30500793,10072,2151,953.4199219,3.25,22,911870.5,116.8264771,298,83,14186.10938,208468448,2481.362549,6.200809002,371637.4375,0.467532456,156.42,"d31",0.225959051964611,0.206632262690624,0.266843195036368,0.240631302299115,0.245884094559954,0.223218125779248
"37",2013,"江苏","d32",125.9479871,64.8607,1661.94,99.88,10100,1.189660748,1,0.04946577,4,193.1000366,375.0000305,110.0000076,21727,585,1922.830322,0.73,113,2607434,292.000061,291,110,11101.79688,11884.4043,2827.468018,4.930239201,369077.125,0.469999999,173.54,"d32",0.185452897264676,0.177987337877635,0.211879440398911,0.204892204549876,0.198331973552838,0.191112427297279
"38",2014,"江苏","d32",145.1157211,83.6449,1787.11,99.88,10026,1.392154595,3,0.470708327,4,200.5779877,356.999939,104.0000153,11558,669,2812.590332,0.79,114,2654417,301.0000305,287,111,11932.80273,14387.15039,3137.668213,4.950079441,343979.9688,0.409999996,190.86,"d32",0.208671862644141,0.194765804300859,0.245737180479159,0.228527507325787,0.226735786238588,0.211235886704904
"39",2015,"江苏","d32",119.9967387,130.3,1761.07,100,10291,1.264930404,3,0.939395582,4,208.3455353,391,92.99999237,15452,1033,2727.679932,0.86,114,2601976.5,312.000061,369,207,12826.0127,17416.95313,3481.900391,4.96999979,403417.0938,0.420000017,196.06,"d32",0.218309304102843,0.207223333817326,0.256421044948202,0.24254032906046,0.236883205930592,0.224452139529176
"40",2016,"江苏","d32",134.1772749,173.2428,1754.1,100,10586,1.430802154,4,1.022035175,5,216.4138794,456,100.9999924,13578,1446,3066.241455,0.95,114,2519958,316.999939,444,223,13786.08203,21084.80273,3863.898193,4.990000248,470803.8125,0.469999999,193.28,"d32",0.238606568438101,0.225539354127999,0.282650961476301,0.266028969629318,0.26007177087201,0.245291536158699
"41",2017,"江苏","d32",129.1048089,161.6149,1478.65,100,11739,1.250622509,5,2.164792611,5,224.7946777,380,90.00000763,15511,1402,2717.759766,1.07,115,2659817.25,321.999939,628,254,14818.01563,25525.06836,3979.20166,4.630000114,578083.8125,0.540000021,194.37,"d32",0.240807088812991,0.230986486560692,0.283783615833171,0.26974774408387,0.261751862682265,0.249895518045857
"42",2018,"江苏","d32",137.8142304,188.3479,1566.7,100,12027,1.28094542,5,2.088952107,5,233.5000305,393.0000305,92.99999237,15898,1783,1843.460205,1.07,116,2676968.75,328.9999695,662,249,15927.19238,30900.41211,4657.098633,5,620415.875,0.529999971,197.22,"d32",0.233925223515507,0.223710577820638,0.274428017616115,0.259892533229138,0.253664414239612,0.241361339889052
"43",2019,"江苏","d32",143.8429105,242.5387,1500,100,12545,1.111768981,5,1.939008899,5,234.8599396,412.9999695,91,12086,1813,2577.320313,1.16,117,2839684,345.0000305,626,244,16668.95508,750865.25,4834.001465,4.900000095,720519.75,0.569999993,264.53,"d32",0.252834497160025,0.243168862111829,0.298315329682809,0.284625804303703,0.274999753839066,0.263392938297078
"44",2020,"江苏","d32",141.6309584,206.7,1515.34,100,13957,1.074361711,5,1.27766068,5,236.2277527,352.9999695,80,16401,2127,2091.869629,1.23,120,2566899.25,366.999939,620,274,17445.26367,18245668,4985.999023,4.849999905,860604.25,0.629999995,311.68,"d32",0.258269854765729,0.246161623868624,0.302142859458482,0.285918254335554,0.279651530437749,0.265556231404092
"45",2021,"江苏","d32",149.1443577,172.4628,1332.24,100,13144,1.480081564,5,0.716295802,4,237.6035309,301.7166748,70.32967377,20972,3302,2295.459961,1.24,123,2320318.75,390.40271,704,329,18257.72656,443361024,5142.775391,4.80050993,1027924.125,0.696315825,271.01,"d32",0.40258792998831,0.378676136453125,0.468558831199767,0.437905452841088,0.434739099559955,0.407570168277429
"46",2013,"浙江","d33",212.6604496,69.1006,1334.31,99.64,9521,1.547695895,5,0.414382983,8,134.2999725,1714.000122,146.0000305,16949,450,576.8099976,0.94,98,1115041.5,182.9999695,733,61,6580.702637,8335.703125,1800.791748,5.091808796,360198.9063,0.75999999,106,"d33",0.16915023167279,0.158596313232024,0.183835379481166,0.172282565034891,0.176307094300123,0.165272922371951
"47",2014,"浙江","d33",266.3566876,91.1562,1442.62,99.65,9851,1.499193422,8,1.026637757,8,135.4790802,1839.000122,144,12527,580,839.5202026,1.02,98,1308646.75,187.0000153,891,62,7449.977051,9801.49707,2072.628418,5.320756912,379174.125,0.730000019,115.36,"d33",0.190335021268985,0.173520653565057,0.212921536219389,0.19051234554981,0.201342645219358,0.181809766438492
"48",2015,"浙江","d33",253.2235665,208.8,1519.86,99.69,20445,1.679137609,10,1.653495294,9,136.6685486,2667.999756,139.0000153,13653,810,141.0000153,1.13,100,1331283.5,223.9999695,1024,308,8434.077148,11525.04492,2385.5,5.559999943,488225.0313,0.730000019,165.38,"d33",0.21893557806856,0.199002466954314,0.239983046392056,0.21252713451875,0.229193141792807,0.205600249924832
"49",2016,"浙江","d33",282.7740819,336.1612,1507.17,99.72,11590,1.898811527,10,3.943614117,9,137.868454,2816.000244,132.0000153,13450,1025,711.670166,1.25,102,1446109.25,275.0000305,1245,326,9548.171875,13551.66992,2745.600586,5.81000042,544516.25,0.779999971,158.72,"d33",0.243352438089158,0.230040710121739,0.271384180112573,0.250753862774624,0.25701381416002,0.240145275368009
"50",2017,"浙江","d33",331.6217117,207.5633,1401.81,99.75,11813,1.850294177,11,5.149362213,10,139.0789032,2776.999268,153,14511,1346,802.2198486,1.38,101,1532324.25,307.9999695,1410,365,10809.43262,15934.66797,3202.300537,6.190000057,593470.125,0.790000021,159.66,"d33",0.255447225443841,0.246763065650786,0.286778155638842,0.271055198185223,0.270716473415883,0.258613576400103
"51",2018,"浙江","d33",335.4070938,149.1945,1405.6,99.8,13082,1.857582563,10,3.0521042,10,140.2999725,2827.000244,150.9999695,15661,1663,942.8898315,1.38,103,1504325.25,337.000061,1573,336,12237.29883,18736.70508,3813.001465,6.570000172,668736.9375,0.779999971,174.59,"d33",0.262953923293561,0.248539564534624,0.295652726214408,0.274988082334317,0.278889809240127,0.261442031785881
"52",2019,"浙江","d33",355.2363333,184.0148,1327.2,99.82,12994,1.827942806,10,2.898885016,10,144.1308746,2607.999512,167,16243,2135,968.7199707,1.5,103,1554475.875,365.999939,1550,358,13888.19531,458575.2813,4246.998047,6.799999714,798956.375,0.790000021,203.26,"d33",0.274007319557252,0.259044494316914,0.310142758528015,0.28886339779306,0.291618063151173,0.273591147875467
"53",2020,"浙江","d33",370.4249305,167.5,1303.48,99.84,11291,1.854530302,10,2.472602796,10,148.0663757,2467,57.99999619,21333,2875,705.789917,1.61,104,1666243.5,406.0000916,1236,313,15761.80957,11223495,4494.999512,6.950000286,850346.75,0.839999974,229.62,"d33",0.27650418161451,0.259613964246428,0.315964669837539,0.292389853762354,0.295735400605621,0.275603134010601
"54",2021,"浙江","d33",399.1027272,130.8115,1290.62,99.86,11842,1.707207581,10,0.815633793,12,152.1093292,2333.623535,20.14370918,25389,3898,674.1901245,1.53,103,1786047.125,450.3718567,1357,273,17888.1875,274691712,4757.48291,7.103309631,905042.625,0.893164575,249.35,"d33",0.365146481428899,0.34607805793044,0.418879636784827,0.395456390534,0.391333539021617,0.37016645200092
"55",2013,"福建","d35",9.08482916,66.1253,489.12,98.63,5539,0,0,0,0,77.29999542,111.9999847,110.0000076,3106,156,19.05999756,0.65,91,545008.25,98.00001526,506,49,3037.598877,2666.800293,866.8292847,4.100072384,144996.9688,0.469999999,57.88,"d35",0.0615820942537291,0.06012194793952,0.0571885770492126,0.0560402345218437,0.059440896936967,0.058130752285403
"56",2014,"福建","d35",17.68383516,90.2089,594.66,98.7,5911,0,0,0,0,82.35437012,162.9999695,100.9999924,3154,171,8.050000191,0.7,88,546099.75,98.00001526,393,57,3473.602783,3050.958008,963.4766235,4.110023975,148122.9531,0.449999988,64.18,"d35",0.0633549746114372,0.0618836313487734,0.0600542367686815,0.0588483519995813,0.0617463474721197,0.0604029210610376
"57",2015,"福建","d35",54.65807685,200.6,689.18,98.94,6101,0,0,0,0,87.73923492,211,102.9999924,4668,216,24.58000183,0.73,90,561053.0625,98.00001526,397,56,3972.188721,3490.454102,1070.89978,4.119999886,187521.9375,0.469999999,84.82,"d35",0.0745255228555689,0.0728318090831764,0.0731010182767948,0.0716331550703195,0.073831285132168,0.0722470657616942
"58",2016,"福建","d35",70.31053839,509.5881,715.37,99.12,6725,0,0,0,0,93.47618866,236.0000153,106.9999847,4553,377,22.52999878,0.79,90,541462.0625,98.00001526,429,58,4542.339844,3993.260498,1190.300049,4.130000114,215769.9531,0.5,81.26,"d35",0.0902995386216491,0.0883104530361993,0.0916679551957298,0.0898272692269633,0.0909664416426779,0.0890504064572464
"59",2017,"福建","d35",82.75463424,882.4912,727.02,99.15,7051,1.008090826,1,0,0,99.58826447,257,139.9999847,4949,501,10.09000015,0.85,90,648149.0625,123,426,59,5194.327637,4568.49707,1307.500122,4.059999943,242920.1094,0.519999981,87.34,"d35",0.121320972824773,0.10657686754333,0.130269650274725,0.111334120765372,0.125682144808966,0.108897613997562
"60",2018,"福建","d35",81.27476602,736.3736,716.2,99.19,8062,0.930494476,1,0,0,106.0999908,330.9999695,134.0000305,5635,603,10.14999962,0.95,91,710838.3125,128,454,54,5939.898926,5226.597656,2055.100098,5.309999943,280743.9688,0.580000043,84.73,"d35",0.124908286732224,0.110794584684922,0.133442231599611,0.115352234073023,0.129067337215208,0.113017957745675
"61",2019,"福建","d35",70.92222905,695.1243,727.4,99.71,7457,0.894235134,1,0,0,105.4299469,438.9999695,130.0000305,5681,544,8.050000191,1.07,94,684438.875,130.0000305,455,57,6831.824219,119522.5156,2160.999512,5.109999657,305915.8438,0.599999964,104,"d35",0.126186488811964,0.112359884440055,0.134134363007919,0.116455337286722,0.130059915524587,0.114357782644914
"62",2020,"福建","d35",88.76718592,324.9,726.77,99.85,7679,0.934745443,1,0,0,104.7641296,325.999939,106.9999847,7490,679,6.380000114,1.11,97,749831,132.0000153,558,64,7857.679199,2733256.25,2165.999756,4.96999979,335727.875,0.639999986,112.88,"d35",0.120543873123094,0.106406654356929,0.126851349048193,0.108843885157702,0.123617845500505,0.10759561665829
"63",2021,"福建","d35",94.59758863,433.0709,733.45,99.87,7298,1.189035517,1,0,0,104.1025238,242.0864716,88.06918335,8366,760,9.830000877,1.25,96,821470.8125,134.0307617,545,72,9037.574219,62504460,2171.011719,4.833835125,368445.1563,0.682666659,104.82,"d35",0.147534503623961,0.130487284631358,0.158449774973064,0.136828166599222,0.152854102623233,0.133580577894673
"64",2013,"山东","d37",53.52628473,432.3922,1369.49,98.21,10637,0.802481903,1,0,1,130.0999908,3483.999756,92.99999237,3705,205,157.5400238,0.45,153,1820374.25,193.9999695,414,93,8078,9411.500977,1897.681152,3.517358303,246348.8906,0.370000005,127.53,"d37",0.141706217934877,0.130689433943552,0.148174107295104,0.135162763946597,0.144858368409899,0.132871673201928
"65",2014,"山东","d37",62.75746273,304.1693,1730.75,98.49,10875,0.660760428,1,0,1,132.3974152,3382.000244,81.00000763,2796,267,254.6199493,0.46,153,1958437.5,243.0000305,481,93,8273.250977,10456.87598,2169.82666,3.722686052,253538.9063,0.350000024,127.75,"d37",0.144170361293492,0.134385845146051,0.150486846890175,0.139089688854337,0.14724872456861,0.13668053666188
"66",2015,"山东","d37",38.8823097,199.3,1700.64,98.55,11353,0.974616784,1,0.208790062,1,134.7353973,3196.000244,149,4333,476,233.2900238,0.48,154,2090547.5,312.000061,623,101,8473.22168,11618.36426,2481.000488,3.940000296,299770.125,0.359999985,137.26,"d37",0.151392389369474,0.139372695127187,0.157771345918189,0.143464745429321,0.154501198100622,0.141368933457578
