"","year","c_regin","regin","x1","x2","x3","x28","x4","x5","x6","x5.","x6.","x7","x8","x9","x10","x11","x13","x14","x15","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","id","critic_set1","critic_set2","entropy_set1","entropy_set2","combine_set1","combine_set2"
"67",2016,"山东","d37",44.69286898,172.0673,1762.66,98.62,11622,1.023584149,1,0.31152648,1,137.1146851,3159.000732,155,4477,645,242.0099487,0.51,154,4306999.5,393.0000305,567,100,8678.025391,12908.86328,2836.799805,4.170000076,320980.0938,0.370000005,137.47,"d37",0.165906151753943,0.153522899134418,0.173040048187104,0.158303037363015,0.169382883308571,0.155854809656514
"68",2017,"山东","d37",50.21196779,119.6463,1694.99,98.93,12042,1.04562137,2,0.721628854,3,139.5359802,2615.000244,153.9999847,4995,649,357.5699768,0.55,154,4506067,484.999939,772,100,8887.780273,14342.7041,3018.001221,4.159999847,388221.875,0.420000017,141.9,"d37",0.176424079846707,0.167416268602122,0.185335789981489,0.175131370871999,0.180767235669277,0.171179952266026
"69",2018,"山东","d37",52.57520029,151.659,1567.7,99.09,11844,1.088488331,2,1.088157974,3,142.0000305,2529.000488,150.9999695,6703,953,155.3499756,0.62,154,4506002.5,517.0001221,828,106,9102.604492,15935.80762,2527.999756,3.789999962,423071.9063,0.420000017,153.52,"d37",0.176208703495254,0.168266122321093,0.184187727136514,0.175109374473372,0.180097311008497,0.171604488480421
"70",2019,"山东","d37",58.44398886,177.3097,1448.6,99.1,11919,1.142058612,2,2.624831196,3,129.3792725,2270.999512,162.0000153,7346,1191,85.35001373,0.66,154,4617163.5,541.000061,1306,145,9117.750977,332562.7188,2674.999756,3.789999962,451910,0.420000017,189.5,"d37",0.185819988222395,0.183289739920192,0.193686723873804,0.19052017472845,0.189653871756789,0.186816986665451
"71",2020,"山东","d37",59.88471914,182,1451.27,99.59,11737,1.141513297,2,2.0144392,3,117.8802261,2610.999512,156.0000305,10178,1499,90.16998291,0.69,154,4875469,577.0001221,1566,154,9132.921875,6940216.5,2709.000488,3.720000029,503100.7813,0.449999988,170.11,"d37",0.198705228553882,0.193383395829836,0.20620701323281,0.200122079291844,0.202361251844046,0.196670749901759
"72",2021,"山东","d37",64.51523794,193.4395,1442.99,99.65,11690,1.356265638,2,1.08985846,3,107.4031982,3001.9021,150.2222595,12884,2002,121.5599899,0.74,153,5148225,615.395752,1572,198,9148.119141,144834656,2743.43335,3.651293039,560090.25,0.482142866,180.36,"d37",0.253346528099245,0.241074955098441,0.267486517217877,0.253605291186405,0.260237705566067,0.247187670081058
"73",2013,"广东","d44",254.3906167,355.3649,1571.11,99.9,18588,1.282107002,1,1.648804617,1,332.4000549,320.9999695,91,21295,1845,744.0900879,0.57,137,1668942.25,174.9999847,405,45,15030.20215,13550.40332,2681.167725,4.545081615,419593.8438,0.5,141.68,"d44",0.19407535726812,0.184513222515345,0.223900979799012,0.210970389047833,0.208610987825855,0.197419908906309
"74",2014,"广东","d44",302.1830007,390.4905,1971.21,99.9,14398,1.37928245,1,0.840593,1,333.2358398,320.9999695,96.99998474,19754,2008,1217.60022,0.59,138,1735546.25,176.0000153,325,44,16282.2959,15611.46973,3127.785156,4.771882057,452260.0938,0.49000001,168.16,"d44",0.210638413549415,0.196635849425465,0.247125627725214,0.229050262242604,0.228420596127199,0.21244867882518
"75",2015,"广东","d44",226.0988556,497.1,1487.43,99.9,15182,1.193798637,2,0.730431426,2,334.0737305,335.999939,100.0000076,24598,2680,93.91000366,0.65,140,1283237.25,177.0000153,391,666,17638.69531,17986.03125,3648.798584,5.009999752,539257,0.420000017,194.58,"d44",0.218769350067871,0.205346192198206,0.251055903367625,0.233959632714039,0.234504324593944,0.21930478080409
"76",2016,"广东","d44",296.0763611,556.5728,1755.87,99.9,16163,1.188853017,2,0.474599816,2,334.9136963,320.9999695,100.9999924,28207,3257,1178.459961,0.72,142,1290857.125,177.0000153,357,75,19108.08984,20721.77344,4256.600098,5.259999752,656969.1875,0.49000001,229.71,"d44",0.236989058646529,0.222412637652256,0.28260250875903,0.263810254921266,0.259218947012221,0.242607773165659
"77",2017,"广东","d44",327.4458192,397.8682,1691.66,99.93,17453,1.098840148,3,0.778864949,3,335.7557983,304.9999695,96.99998474,35566,3615,1337.89978,0.78,143,1362898.125,184,390,83,20699.89258,23873.63086,4817.199707,5.369999886,814333.75,0.540000021,285.87,"d44",0.25299356710143,0.23975210327747,0.30350129393086,0.286043813141801,0.277608699836486,0.262334740045726
"78",2018,"广东","d44",380.6253382,449.0302,1760.7,99.98,17063,1.140733836,3,0.790165762,3,336.6000061,275.0000305,99.00000763,49849,5045,588.4901123,0.84,143,1398120.75,184,436,86,22424.30078,27504.89648,5787.799805,5.789999962,994681.4375,0.629999995,321.84,"d44",0.268375992421022,0.254515399928274,0.321850078888102,0.303582760270563,0.294436791805604,0.278452091379821
"79",2019,"广东","d44",405.8047004,611.8385,1705.3,99.98,18103,1.196425696,3,0.77981568,3,325.5599365,304,96,58371,6277,917.0300903,0.92,146,1561235.75,241.0000153,397,84,23515.27539,640667.9375,6226.99707,5.769999981,1023404.125,0.590000033,350.33,"d44",0.295450204025893,0.2804972990123,0.357536011054403,0.337854219868934,0.325707958173708,0.308477913978717
"80",2020,"广东","d44",416.761349,534.7,1639.31,99.98,19732,1.23985524,3,1.269740553,3,314.8819885,298,100.9999924,74136,7425,1195.480225,0.93,148,2658272.75,296.0000305,475,118,24659.33008,14922995,6211.001465,5.590000153,1107240.375,0.629999995,417.22,"d44",0.329001371454573,0.314847889416977,0.397238711431374,0.378396557508079,0.36225709857705,0.345849044760205
"81",2021,"广东","d44",436.9013966,496.7104,1642.01,99.98,20155,1.197584448,3,0.796912954,3,304.5542297,292.1184387,106.2603912,92090,10943,989.1300049,1,150,4526167,363.5519409,447,136,25859.04297,347599360,6195.046875,5.415615559,1197944.375,0.672711849,395.59,"d44",0.458541251585291,0.439972060125501,0.547575126040416,0.524138667232811,0.50193224886835,0.481031332334096
"82",2013,"海南","d46",14.47383006,13.6061,92.3,95.45,1484,1.920149067,1,1.011008762,1,6,144,24.41406631,54,6,0.5,0.42,21,40062.99609,18,67,7,217.4000397,899.7001953,101.9999542,3.304273129,62249.99609,0.620000005,21.9,"d46",0.0408703159966488,0.0260413620795459,0.0419394689987328,0.0223929881080933,0.0413913717778614,0.0242615638298477
"83",2014,"海南","d46",17.56629606,19.6329,91.43,95.47,1382,2.251187313,1,1.182225846,1,6.447935581,165.9999695,19.53125191,87,8,0.199999988,0.46,21,44440.01953,18,71,7,253.2775269,1188.3927,106.0688324,3.137950659,60611.00781,0.550000012,23.51,"d46",0.0425931053134801,0.0253908863440683,0.045384040333262,0.0226393327559873,0.0439532781084042,0.0240485869256598
"84",2015,"海南","d46",17.5210011,26.7,98.65,95.48,1458,2.560250015,1,2.115933471,1,6.929312229,192.9999695,15.62500095,115,11,1.360000014,0.47,21,45155.00391,18,66,11,295.0758667,1569.719727,110.3000259,2.980000257,57512.01953,0.460000008,25.48,"d46",0.0436721136836874,0.0273725080288958,0.0483405080346859,0.0260043963925693,0.0459472734230574,0.0267050976387388
"85",2016,"海南","d46",16.22933021,14.665,106.17,95.78,1496,2.684486212,1,2.64443548,1,7.446626663,200.0000153,12.50000095,103,7,5.600000381,0.5,23,75794.98438,18,74,16,343.7721863,2073.405762,114.7000046,2.830000162,70204,0.50999999,26.9,"d46",0.0468453364021253,0.0314402546863245,0.0510000504751503,0.0294695045003006,0.048870152104663,0.0304788571544039
"86",2017,"海南","d46",8.47451337,38.5853,124.38,99.07,1609,2.720898659,1,2.996845426,1,8.002561569,182.9999695,10,89,5,0.049999997,0.53,23,80485.98438,19,77,17,400.5048523,2738.712646,141.8000183,3.180000067,90745,0.629999995,29.86,"d46",0.0551307983105305,0.0405955727051356,0.0558002301195033,0.0352901027013714,0.0554570484482685,0.038007387858842
"87",2018,"海南","d46",8.62900586,28.4044,152,99.08,1591,2.685828284,1,2.779606466,1,8.600000381,282.0000305,8,161,11,1.50999999,0.59,24,166661.9219,19,82,15,466.6000671,3617.500732,161.1000366,3.279999971,71151.00781,0.420000017,47.37,"d46",0.0511017373468079,0.0361333613824093,0.0537644478549835,0.0327546831574198,0.0523994194384038,0.0344851296939414
"88",2019,"海南","d46",11.14258097,64.1935,145.1,99.08,1517,2.039885416,1,2.887537994,1,8.666550636,214.9999695,8,229,18,0.149999991,0.63,24,150444.9375,27.00000191,111,30,630.0386963,86343.34375,177.0000153,3.319999933,84248.01563,0.449999988,56.34,"d46",0.0486962108370625,0.0401255955145541,0.049731592540747,0.0368443728977143,0.0492008080475787,0.0385249059152923
"89",2020,"海南","d46",14.18587523,41.8,133.16,99.23,1680,2.14848076,1,1.900739176,1,8.733615875,200.0000153,19,490,19,0.049999997,0.66,24,192176.0625,35.00000381,102,20,850.7258301,2060862.75,195.0000458,3.510000229,82828.99219,0.420000017,53.22,"d46",0.0496749629591146,0.0361366944182285,0.0512185130076738,0.0327070293523664,0.0504272179449072,0.0344635896518215
"90",2021,"海南","d46",15.14075932,17.4662,124.28,99.39,1588,2.075487146,1,0.734633907,1,8.801200867,186.0465546,45.12499619,698,40,49.08000183,0.68,24,245482.7969,45.37037659,127,44,1148.714355,49189148,214.8305664,3.710873842,81433.875,0.39200002,37.74,"d46",0.0647941519825463,0.0468942207229083,0.0682895561724061,0.0451833351238504,0.0664976505063789,0.0460595937854113
"91",2013,"辽宁","n21",22.82109954,22.3388,672.85,98.72,7032,1.243587318,1,1.422776193,2,38.09999847,1223.000122,185.9999847,874,76,314.8700562,0.76,129,756363.8125,62.99999237,212,33,1507.39978,1737.599609,910.9008179,1.901840925,139102.0625,0.270000011,95.34,"n21",0.0776053268434951,0.0722050504693114,0.0781697935970292,0.0715013592663471,0.0778804218623165,0.0718617664800155
"92",2014,"辽宁","n21",24.08546354,30.2609,716.22,98.96,7367,1.048268919,1,1.442456473,2,36.70095444,1287.999756,168.9999695,726,80,365.3300476,0.81,129,779775.25,62.99999237,207,33,1427.234863,1934.373413,770.1809692,2.077782154,148060.9531,0.289999992,92.6,"n21",0.0781903419532661,0.0746386596061516,0.077772784380431,0.0734871650581401,0.077986843682307,0.0740769222411983
"93",2015,"辽宁","n21",18.4054689,48.2,782.63,99.07,7703,1.587769162,1,0.320340236,2,35.35328674,1308.999878,153,748,129,311.8899841,0.85,129,754520.9375,64,263,105,1351.333252,2153.430664,651.2001343,2.269999981,165405.0156,0.370000005,88.59,"n21",0.0887591182552094,0.0755002056557965,0.0878990118103597,0.0721738555067857,0.0883399421086021,0.0738775013443919
"94",2016,"辽宁","n21",17.11389644,59.2988,747.53,99.13,9282,1.521515628,2,0.275450434,2,34.05510712,1221.000244,153.9999847,905,121,292.7100525,0.9,130,827167.875,65.00001526,246,123,1279.468018,2397.295166,550.5999146,2.480000019,194196.0156,0.420000017,84.7,"n21",0.0938108223179604,0.0779579470234332,0.0932234393650507,0.0734636954225748,0.0935245590022303,0.0757655015133239
"95",2017,"辽宁","n21",20.99770944,47.4958,724.71,99.15,9592,1.494645395,2,0.898843603,2,32.80459595,1187.000122,106.9999847,1054,144,238.7500305,0.91,130,624844.875,65.00001526,187,121,1211.424805,2668.775879,594.7000732,2.539999962,212425.9688,0.439999998,86.44,"n21",0.0907905603301269,0.0777602649642193,0.0898462569773353,0.0731994892389792,0.0903303505002602,0.075535366772158
"96",2018,"辽宁","n21",17.72316699,64.7158,666.4,99.17,9638,1.454314204,2,0.993838203,2,31.60000229,1141.000122,100.0000076,1327,242,176.5099945,0.91,130,644487.8125,65.00001526,192,121,1147.000122,2971.000488,587.4000854,2.5,168388.9688,0.319999993,71.59,"n21",0.085318760644114,0.0731801721763441,0.0853188521653621,0.0696516293110417,0.0853188052473423,0.0714588315284856
"97",2019,"辽宁","n21",21.98633421,96.1913,615.9,99.27,9771,1.455835907,2,0.648028143,2,31.37787628,1183.000122,78.00001526,1439,325,93.99001312,0.96,130,890550,65.00001526,238,97,1174.360229,65594.17188,636.9998779,2.559999943,206019.9375,0.359999985,85.98,"n21",0.088249547154077,0.0746494340896328,0.0878618877442979,0.0706112066290729,0.0880606198665764,0.0726794523327116
"98",2020,"辽宁","n21",28.19834895,79.5,575.88,99.41,9747,1.4542847,2,0.390777648,2,31.1573143,1156,100.9999924,2087,349,125.6899872,1.01,129,614612.1875,65.00001526,186,93,1202.372925,1448197.5,642.9998779,2.569999933,179199.0469,0.299999982,89.73,"n21",0.0857547631273282,0.0712037726578207,0.0862036300153516,0.0678777284969099,0.0859735201121036,0.0695812176175952
"99",2021,"辽宁","n21",30.20759656,42.5146,530.05,99.46,9438,1.28022709,2,0.274082516,2,30.93830109,1129.615967,130.7819977,2825,496,125.7600098,1.06,129,424174.0313,65.00001526,184,85,1231.053833,31973512,649.0563965,2.580039024,155869.8438,0.25,84.36,"n21",0.0901204361107542,0.0765941921228246,0.0918329829210832,0.0749224726272282,0.0909550523110359,0.0757786717141358
"100",2013,"吉林","n22",10.50909426,7.6449,476.86,98.71,4335,0,0,0,0,13.20000076,171.9999695,157.9999847,221,43,19.35000229,0.58,66,405508.125,73.00001526,54,26,271.4000244,481.7998962,126.1386642,0.973360002,111561.0078,0.409999996,56.55,"n22",0.0326009098222712,0.0317471499065206,0.0254482749059257,0.0249372753701705,0.0291150459966069,0.0284250664591282
"101",2014,"吉林","n22",13.08921226,10.7369,512.89,98.75,4718,0,0,0,0,12.7960186,137.0000153,150.9999695,202,29,8.400000572,0.6,66,419123.125,78.00001526,56,28,271.3199768,597.7988281,143.0814667,1.057999969,136020.9531,0.469999999,61.16,"n22",0.0352938067018679,0.0343746267621118,0.027421045647609,0.0268704330167863,0.0314569866644821,0.0307138312960131
"102",2015,"吉林","n22",13.44793305,14.7,543.44,98.76,4791,0,0,0,0,12.40439987,138,192.9999695,327,58,43.32000351,0.64,66,461090.8438,76,49,49,271.2399597,741.7258301,162.3000183,1.149999976,156425,0.49000001,73.01,"n22",0.0394678687326388,0.038446243074025,0.0314690420523686,0.0308371459439342,0.0355696101330291,0.0347342722454076
"103",2016,"吉林","n22",14.08269147,20.4574,493.2,98.77,4779,0,0,0,0,12.02476692,164,237.9999542,426,74,31.70000076,0.68,66,482125.8125,76.99999237,54,50,271.1599731,920.3049927,184.0999603,1.25,159928.9375,0.449999988,72.03,"n22",0.0395796849064764,0.0385535450983256,0.0317278241095791,0.0310907316759877,0.0357530506889927,0.0349129363310142
"104",2017,"吉林","n22",15.29939661,24.6436,448.56,98.86,4722,0,0,0,0,11.65675259,180.0000153,219.0000458,535,106,29.92000008,0.73,66,658898,106.9999847,68,56,271.0799866,1141.87915,184.1999817,1.230000019,177986.0313,0.480000019,70.69,"n22",0.042470719200757,0.0413653924940269,0.0341888044012117,0.0335022956597891,0.038434496529725,0.037529512156022
"105",2018,"吉林","n22",18.07658832,37.0859,440.7,99.1,4666,0,0,0,0,11.30000019,177.0000153,209,670,146,17.37000084,0.73,66,653784.125,106.9999847,82,58,271.0000305,1416.799805,175.7999725,1.559999943,216221.0781,0.569999993,70.24,"n22",0.0463661412041062,0.0451656853150708,0.0370478686105258,0.0363039500647429,0.0418248456212139,0.0408426359206737
"106",2019,"吉林","n22",20.5284578,62.6679,426,99.41,4534,0,0,0,0,9.733329773,157.9999847,204,692,168,17.56999779,0.76,66,669961.25,106.9999847,95,70,250.9662018,29621.19922,143.0000305,1.220000029,260153.1094,0.659999967,71.75,"n22",0.0503940321710307,0.0490846267401133,0.0401736380166175,0.0393669542452429,0.0454130842149867,0.0443440226702338
"107",2020,"吉林","n22",18.95540526,55.8,617.71,99.5,4716,0,0,0,0,8.383868217,301.999939,171,1190,219,1.690000057,0.81,66,685391.25,106.9999847,104,85,232.4133911,619293.875,139.0000153,1.139999986,207929.0469,0.5,71.92,"n22",0.0482036102471919,0.0469591834562482,0.0393860264728933,0.0385951578848538,0.043906327264336,0.0428789334081777
"108",2021,"吉林","n22",19.50893077,21.6116,621.59,99.6,4398,0,0,0,0,7.22149992,577.2403564,143.3382263,1545,340,5.759999752,0.94,66,701176.5625,106.9999847,114,104,215.2321014,12947649,135.1118774,1.065245867,166188.6406,0.378787875,61.08,"n22",0.0494326039314434,0.0481501714498044,0.041910665993869,0.0410691028252367,0.0457667588740419,0.0446957905002055
"109",2013,"黑龙江","n23",0.64820672,85.7496,620.73,98.8,5649,0,0,0,0,14.59999847,273,69.99999237,985,48,405.1812744,0.48,107,510656.125,156.0000305,35,35,274.4999695,405.3999939,379.040863,2.601079702,96251.97656,0.289999992,52.37,"n23",0.0497202751755265,0.0484943994010184,0.0454996996676417,0.0445860689601334,0.0476633616522598,0.0465877857335715
"110",2014,"黑龙江","n23",3.48046672,79.0851,701.4,98.82,5824,0,0,0,0,14.15351391,330.0000305,66.00000763,774,60,99.94471741,0.45,107,722207.3125,157.9999847,39,34,276.684906,472.4550476,381.3135986,2.570358515,125077,0.359999985,45.63,"n23",0.047628694640939,0.0464332521731377,0.0406409644806637,0.0398248968273931,0.0442231977752256,0.0432094764939529
"111",2015,"黑龙江","n23",6.1188498,72.1,619.67,98.84,5990,0,0,0,0,13.72068214,307.9999695,80,873,83,24.6530304,0.48,107,773220.125,157.9999847,51,38,278.8872375,550.6013184,383.5999451,2.539999962,152601.0313,0.379999995,53.17,"n23",0.0474993694610622,0.046297173496577,0.0397673719873087,0.0389688460086779,0.0437311510899146,0.0427221714440915
"112",2016,"黑龙江","n23",20.88604056,23.6937,642.63,99,5946,0,0,0,0,13.30108738,301.0000305,74.00000763,802,54,6.081080914,0.51,108,1013359,176.0000153,57,48,281.1070862,641.6732788,385.9000244,2.50999999,175481.9844,0.420000017,53.21,"n23",0.0495107029530178,0.048240535072136,0.040763393944731,0.0399448679165988,0.0452476686446103,0.0441936325344487
"113",2017,"黑龙江","n23",25.82531939,20.1075,554.6,98.94,6332,0,0,0,0,12.8943243,259,72,863,109,1.5,0.57,109,1018121.063,182.9999695,71,51,283.3446045,747.809021,418.4000244,2.630000114,180777.0156,0.389999986,53.56,"n23",0.0493309964250094,0.0480668288620842,0.0409065199091894,0.0400851199219513,0.0452252957594343,0.0441730855911353
"114",2018,"黑龙江","n23",20.5114917,28.1005,568.8,99.07,6099,0,0,0,0,12.50000095,257.9999695,85,955,124,0.370000005,0.57,109,990508.75,191.0000305,90,56,285.5999451,871.5001221,187.3999939,1.460000038,165653.9688,0.350000024,46.2,"n23",0.0465852832148445,0.0453618234696182,0.0383094532413252,0.0375402021665973,0.0425520260069149,0.0415461762761437
"115",2019,"黑龙江","n23",18.44942262,56.0257,652.3,99.12,5897,0,0,0,0,11.59789658,221.0000305,80,1007,134,79.44998932,0.59,110,1016202.313,192.9999695,87,64,281.8417358,18600.77148,213.0000458,1.580000043,192592,0.379999995,54.7,"n23",0.0514301073592394,0.0501031594221156,0.0435558962319639,0.0426812969580951,0.0475925806232548,0.0464825278952151
"116",2020,"黑龙江","n23",14.80509029,53.6,578.81,99.86,5414,0,0,0,0,10.76089668,196.9999695,76.99999237,1363,194,73.17999268,0.62,103,1022373.938,191.0000305,82,64,278.1329651,397003.6563,200.9999542,1.480000019,210064.0938,0.389999986,58.37,"n23",0.0509841050233632,0.0496680176665769,0.0428455984528223,0.0419852619074383,0.0470177728980721,0.0459201137071784
"117",2021,"黑龙江","n23",16.81489198,25.1146,557.93,99.93,5254,1.096383935,1,0.612463635,1,9.984300613,175.6062622,74.11248016,1771,274,168.8000031,0.74,103,1028583.125,189.0207977,97,62,274.4729919,8473406,189.6759338,1.386329174,229121.2656,0.40026316,55.42,"n23",0.0682810669745325,0.0586371338253632,0.0653088260911544,0.0532000484742019,0.0668325340775366,0.0559847426321425
"118",2013,"内蒙古","w15",2.27096393,4.5576,240.98,97.64,5918,0,0,0,0,13.90000057,635.0001221,138,144,2,2.506944418,0.53,116,559437.875,72,106,18,346.2999573,558.9000244,275.1861572,1.591919661,173791.0469,0.469999999,88.05,"w15",0.0422335331189806,0.0410943864944769,0.0332831216304178,0.0326147989341054,0.0378715160444768,0.03695776146201
"119",2014,"内蒙古","w15",2.79201993,6.3131,271.67,98.57,6928,0,0,0,0,13.65125561,642.9998779,141.0000153,133,6,0.949999988,0.58,116,557493.9375,75.00000763,102,19,316.9771423,667.9846802,298.1822205,1.697461247,189673.0469,0.49000001,91.9,"w15",0.0453627766903254,0.0441469330175709,0.0353402197513974,0.0346305906722866,0.0404782454535598,0.039504544495398
"120",2015,"内蒙古","w15",4.5204312,8.7,306.46,99.1,6256,0,0,0,0,13.40696144,608,141.0000153,233,10,0.359999985,0.6,117,572422.8125,83.99998474,97,25,290.1372375,798.3601074,323.0999451,1.810000062,228905.0469,0.540000021,95.81,"w15",0.0484785719739187,0.0471836693633701,0.0376516216571152,0.0368955797934392,0.0432020165655947,0.042164796859461
"121",2016,"内蒙古","w15",1.41086211,10.7501,301.36,99.19,6474,0,0,0,0,13.16703892,684,138,242,14,7.960000515,68,117,731444.125,86.99999237,97,31,265.5700073,954.1818848,350.0999451,1.929999948,259571.9531,0.580000043,89.25,"w15",0.254803149420655,0.247814580584268,0.141366290894902,0.138527665908109,0.199519265054031,0.194500786280967
"122",2017,"内蒙古","w15",1.34746648,9.9292,238.21,99.22,7201,0,0,0,0,12.93141079,716.9998169,136,262,11,14.40000057,0.71,117,754367.6875,92.99999237,97,44,243.0829773,1140.416626,378.1000061,2.350000143,276846,0.610000014,116.79,"w15",0.0552701100418032,0.0538062838020582,0.0432441671291869,0.0423758273533544,0.0494092210325244,0.0482301267140406
"123",2018,"内蒙古","w15",1.54604959,12.2409,216.1,99.22,7024,0,0,0,0,12.69999886,690.000061,123.9999924,318,17,14.55000114,0.71,117,1009655.75,109.0000229,95,54,222.5000305,1363,350.1999512,2.170000076,278556.0313,0.580000043,109.27,"w15",0.0553260358658166,0.0538579268164656,0.0436228993197937,0.0427469546287246,0.0496224677668264,0.0484376247841295
"124",2019,"内蒙古","w15",1.84534517,27.9128,213.4,99.22,6603,0,0,0,0,12.11210537,712.999939,115.9999924,409,12,40.33000183,0.75,117,1055314.625,125.0000076,95,45,241.7413025,28108.08594,382.9999084,2.230000019,285708.125,0.560000002,119.34,"w15",0.0566250756207593,0.0551338517478675,0.0454679137595858,0.0445549213108326,0.0511875903605976,0.0499730973891204
"125",2020,"内蒙古","w15",1.95461632,19.5,207.02,99.68,6626,0,0,0,0,11.55142593,698.999939,123.9999924,607,29,52.40000153,0.79,117,1278889.25,171.9999695,94,32,262.6465149,579651.125,375.0000305,2.180000067,295807.0625,0.560000002,123.64,"w15",0.0594599224811444,0.0578924045756575,0.0478550078954988,0.0468940827676243,0.0538042232280508,0.0525270571478111
"126",2021,"内蒙古","w15",2.01503032,12.4015,216.91,99.74,6331,1.55637635,1,1.28346168,1,11.01670074,685.2748413,132.551712,821,50,89.29000092,0.85,117,1549829.375,236.6719055,91,36,285.3595581,11953692,367.1672668,2.131121159,306262.9375,0.560000002,107.33,"w15",0.0838220356537836,0.0722350203924825,0.0781401641203085,0.0633225691641552,0.081052953955604,0.0678872300560708
"127",2013,"广西","w45",11.29958542,9.2273,370.73,98,5763,0,0,0,0,29.50000191,267.0000305,165.0000153,551,18,782.3099365,0.45,112,465209.1875,104.0000153,59,19,733.2998657,808.8001709,378.4654541,2.66605711,131614.0625,0.409999996,49.85,"w45",0.0563203547505888,0.0549269567182204,0.0537580624036743,0.0526786043644584,0.0550716118317416,0.0538301356096274
"128",2014,"广西","w45",13.30900742,26.433,429.03,98.2,5851,0,0,0,0,29.43975639,334.999939,170,402,36,1.210000038,0.52,112,481918.9688,106.0000153,67,17,737.9017334,968.277771,400.6807556,2.592000008,144457.0156,0.420000017,68.52,"w45",0.0450627486748727,0.0439097102817003,0.0372468241701856,0.0364989106110277,0.0412536281460519,0.0402944755535906
"129",2015,"广西","w45",5.54731725,37.6,479.91,98.31,6063,0,0,0,0,29.37963295,387.999939,167,500,65,2.650000095,0.54,112,508648.7813,123.9999924,92,29,742.5325317,1159.200806,424.2000732,2.519999981,172230.0313,0.420000017,79,"w45",0.0482852962290144,0.0470508814324968,0.0403387228126414,0.0395287241503974,0.0444125034562675,0.0433813227552912
"130",2016,"广西","w45",8.98945013,52.2256,510.47,98.4,6439,0,0,0,0,29.31963158,337.999939,178.0000153,741,104,1.149999976,0.56,114,342356.0625,125.0000076,100,34,747.1923828,1387.769775,449.0999451,2.450000048,199326.9219,0.449999988,71.08,"w45",0.0503469815597314,0.0490616572398872,0.0421619228873239,0.0413153144982833,0.0463579620905729,0.0452827334341186
"131",2017,"广西","w45",12.6896052,52.8885,533.23,98.55,6643,0,0,0,0,29.25975418,375.0000305,173.9999847,911,92,1.299999952,0.57,115,324351.0938,132.0000153,108,38,751.8814697,1661.407349,480.0000305,2.590000153,194954.9688,0.399999976,64.36,"w45",0.0503608776456574,0.0490781931208644,0.0424916616866546,0.041638432166162,0.0465257853239255,0.0454488301145057
"132",2018,"广西","w45",16.37492005,52.6716,605.7,98.78,6776,0,0,0,0,29.19999695,381.000061,167,1016,149,0.819999993,0.56,116,379336.875,131.0000153,112,57,756.6000366,1989.000366,448.2999573,2.279999971,209234.9531,0.389999986,63.59,"w45",0.0519458698002762,0.0506208180671292,0.0441709336551435,0.0432839844739085,0.0481567251043498,0.0470416664533647
"133",2019,"广西","w45",18.32653391,125.2634,660.8,98.92,6764,0,0,0,0,27.80233383,358.0000916,196.0000305,1181,118,1.539999962,0.59,116,388157.0938,131.0000153,95,62,945.9047241,50072.22266,501.0000305,2.359999895,251939.9219,0.430000007,76.33,"w45",0.0578730160207962,0.0564245245288445,0.0502140757986932,0.0492057807564413,0.0541404023790538,0.0529029810599803
